best_window_concentration,cvar_95,fees_paid,funding_paid,gross_grid_pnl,market_group,max_drawdown,max_drawdown_pct,mean_inventory_drag_ratio,mean_window_pnl,median_window_pnl,positive_ratio,profile,profit_factor,runs,scenario,seed,top_3_window_concentration,total_cost,total_pnl,unique_windows,worst_window_pnl
0.6339063882599476,1.5096670401164365,1.1431689715064455,0.0,5.266887582549533,KR_STOCK,1.577195073822766,0.003154390147645532,0.0,2.0618593055215437,2.0618593055215437,1.0,L100,4.1237186110430875,2,MAKER_PROMO_OFF,97,1.0,1.2662203013241045,4.1237186110430875,2,1.5096670401164365
0.8673522974819527,0.5169040397520526,0.1078054978,0.0,4.004624138000161,KR_STOCK,1.5387126610503332,0.0030774253221006664,0.0,1.9484093201000805,1.9484093201000805,1.0,L100,3.896818640200161,2,PRIMARY_ZERO_MAKER,3,1.0,0.2156109956,3.896818640200161,2,0.5169040397520526
0.8696540387495825,0.5169040397520526,0.1078054978,0.0,4.073436920464404,KR_STOCK,1.5615857135069222,0.0031231714270138445,0.0,1.9828157113322022,1.9828157113322022,1.0,L100,3.9656314226644045,2,PRIMARY_ZERO_MAKER,10,1.0,0.2156109956,3.9656314226644045,2,0.5169040397520526
0.8583578061723348,0.5169040397520527,0.1078054978,0.0,3.75717032182246,KR_STOCK,1.5615857135069222,0.0031231714270138445,0.0,1.82468241201123,1.82468241201123,1.0,L100,3.64936482402246,2,PRIMARY_ZERO_MAKER,17,1.0,0.2156109956,3.64936482402246,2,0.5169040397520527
0.8615106290878546,0.5148322118634904,0.1078054978,0.0,3.8252908793321945,KR_STOCK,1.5606189126457228,0.0031212378252914457,0.0,1.8587426907660973,1.8587426907660973,1.0,L100,3.7174853815321947,2,PRIMARY_ZERO_MAKER,31,1.0,0.2156109956,3.7174853815321947,2,0.5148322118634904
0.8615108375908679,0.5161595910515846,0.1078054978,0.0,3.834881191468492,KR_STOCK,1.5111919651023116,0.003022383930204623,0.0,1.8635378468342458,1.8635378468342458,1.0,L100,3.7270756936684917,2,PRIMARY_ZERO_MAKER,59,1.0,0.2156109956,3.7270756936684917,2,0.5161595910515846
0.8642651059369096,0.5374660834997368,0.1078054978,0.0,4.0674806219425035,KR_STOCK,1.5390969746914196,0.003078193949382839,0.0,1.9798375620712516,1.9798375620712516,1.0,L100,3.959675124142503,2,PRIMARY_ZERO_MAKER,97,1.0,0.2156109956,3.959675124142503,2,0.5374660834997368
0.546767327040129,-10.904562173789953,0.5106981571533674,0.0,-3.82397761204941,KR_STOCK,13.21026977682215,0.0264205395536443,0.0,-1.4448919230675925,2.977687176193762,0.6666666666666666,L20,0.6024897010884545,3,EXECUTION_STRESS,3,1.0,1.0213963143067348,-4.334675769202778,3,-10.904562173789953
0.6710730864871145,-10.904562173789953,0.5106981571533674,0.0,-1.3411320756939888,KR_STOCK,13.21026977682215,0.0264205395536443,0.0,-0.617276744282452,2.977687176193762,0.6666666666666666,L20,0.8301783965890543,3,EXECUTION_STRESS,10,1.0,1.0213963143067348,-1.8518302328473562,3,-10.904562173789953
0.7042706914263219,-10.904562173789953,0.5106981571533674,0.0,-3.648076443010676,KR_STOCK,13.21026977682215,0.0264205395536443,0.0,-1.386258200054681,1.9949270949332998,0.6666666666666666,L20,0.618620671432365,3,EXECUTION_STRESS,17,1.0,1.0213963143067348,-4.158774600164043,3,-10.904562173789953
